Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2012-12-13,2.9972798824310303,2.9972798824310303,2.9972798824310303,2.9972798824310303,0,0.0,0.0,0.0
2012-12-14,2.909250020980835,2.909250020980835,2.909250020980835,2.909250020980835,0,0.0,0.0,0.0
2012-12-17,3.0287399291992188,3.0287399291992188,3.0287399291992188,3.0287399291992188,0,0.0,0.0,0.0
2012-12-18,3.169290065765381,3.169290065765381,3.169290065765381,3.169290065765381,0,0.0,0.0,0.0
2012-12-19,3.1184699535369873,3.1184699535369873,3.1184699535369873,3.1184699535369873,0,0.0,0.0,0.0
2012-12-20,3.12716007232666,3.12716007232666,3.12716007232666,3.12716007232666,0,0.0,0.0,0.0
2012-12-21,3.026360034942627,3.026360034942627,3.026360034942627,3.026360034942627,0,0.0,0.0,0.0
2012-12-24,3.00314998626709,3.00314998626709,3.00314998626709,3.00314998626709,0,0.0,0.0,0.0
2012-12-27,2.848059892654419,2.84867000579834,2.848059892654419,2.84867000579834,33029,0.0,0.0,0.0
2012-12-28,2.8810598850250244,2.8810598850250244,2.8810598850250244,2.8810598850250244,0,0.0,0.0,0.0
2012-12-31,2.7670700550079346,2.7670700550079346,2.7670700550079346,2.7670700550079346,0,0.0,0.0,0.0
2013-01-02,3.2160699367523193,3.2160699367523193,3.2160699367523193,3.2160699367523193,0,0.0,0.0,0.0
2013-01-03,3.353060007095337,3.362149953842163,3.353060007095337,3.362149953842163,9909,0.0,0.0,0.0
2013-01-04,3.2089500427246094,3.2089500427246094,3.2089500427246094,3.2089500427246094,0,0.0,0.0,0.0
2013-01-07,3.2156100273132324,3.2156100273132324,3.2156100273132324,3.2156100273132324,0,0.0,0.0,0.0
2013-01-08,3.1476399898529053,3.1476399898529053,3.1476399898529053,3.1476399898529053,0,0.0,0.0,0.0
2013-01-09,3.24330997467041,3.24330997467041,3.24330997467041,3.24330997467041,0,0.0,0.0,0.0
2013-01-10,3.24330997467041,3.24330997467041,3.24330997467041,3.24330997467041,0,0.0,0.0,0.0
2013-01-11,3.266479969024658,3.266479969024658,3.266479969024658,3.266479969024658,0,0.0,0.0,0.0
2013-01-14,3.237410068511963,3.237410068511963,3.237410068511963,3.237410068511963,0,0.0,0.0,0.0
2013-01-15,3.184119939804077,3.184119939804077,3.184119939804077,3.184119939804077,0,0.0,0.0,0.0
2013-01-16,3.2502799034118652,3.2502799034118652,3.2502799034118652,3.2502799034118652,0,0.0,0.0,0.0
2013-01-17,3.2502799034118652,3.2502799034118652,3.2502799034118652,3.2502799034118652,0,0.0,0.0,0.0
2013-01-18,3.2502799034118652,3.2502799034118652,3.2502799034118652,3.2502799034118652,0,0.0,0.0,0.0
2013-01-21,3.2502799034118652,3.2502799034118652,3.2502799034118652,3.2502799034118652,0,0.0,0.0,0.0
2013-01-22,3.235290050506592,3.235290050506592,3.235290050506592,3.235290050506592,0,0.0,0.0,0.0
2013-01-23,3.3376200199127197,3.3376200199127197,3.3376200199127197,3.3376200199127197,0,0.0,0.0,0.0
2013-01-24,3.296750068664551,3.296750068664551,3.296750068664551,3.296750068664551,0,0.0,0.0,0.0
2013-01-25,3.2428600788116455,3.2428600788116455,3.2428600788116455,3.2428600788116455,0,0.0,0.0,0.0
2013-01-28,3.289940118789673,3.289940118789673,3.289940118789673,3.289940118789673,0,0.0,0.0,0.0
2013-01-29,3.284940004348755,3.284940004348755,3.284940004348755,3.284940004348755,0,0.0,0.0,0.0
2013-01-30,3.2970499992370605,3.2970499992370605,3.2970499992370605,3.2970499992370605,0,0.0,0.0,0.0
2013-01-31,3.2427101135253906,3.2427101135253906,3.2427101135253906,3.2427101135253906,0,0.0,0.0,0.0
2013-02-01,3.305079936981201,3.305079936981201,3.305079936981201,3.305079936981201,0,0.0,0.0,0.0
2013-02-04,3.2543699741363525,3.2543699741363525,3.2543699741363525,3.2543699741363525,0,0.0,0.0,0.0
2013-02-05,3.2766199111938477,3.2766199111938477,3.2766199111938477,3.2766199111938477,0,0.0,0.0,0.0
2013-02-06,3.3249099254608154,3.3249099254608154,3.3249099254608154,3.3249099254608154,0,0.0,0.0,0.0
2013-02-07,3.200930118560791,3.200930118560791,3.200930118560791,3.200930118560791,0,0.0,0.0,0.0
2013-02-08,3.200930118560791,3.200930118560791,3.200930118560791,3.200930118560791,0,0.0,0.0,0.0
2013-02-11,3.390000104904175,3.390000104904175,3.390000104904175,3.390000104904175,0,0.0,0.0,0.0
2013-02-12,3.3586699962615967,3.3586699962615967,3.3586699962615967,3.3586699962615967,0,0.0,0.0,0.0
2013-02-13,3.3698699474334717,3.3698699474334717,3.3698699474334717,3.3698699474334717,0,0.0,0.0,0.0
2013-02-14,3.371840000152588,3.371840000152588,3.371840000152588,3.371840000152588,0,0.0,0.0,0.0
2013-02-15,3.389090061187744,3.389090061187744,3.389090061187744,3.384550094604492,429,0.0,0.0,0.0
2013-02-18,3.359879970550537,3.359879970550537,3.359879970550537,3.359879970550537,0,0.0,0.0,0.0
2013-02-19,3.391969919204712,3.391969919204712,3.391969919204712,3.391969919204712,0,0.0,0.0,0.0
2013-02-20,3.3750100135803223,3.3750100135803223,3.3750100135803223,3.3750100135803223,0,0.0,0.0,0.0
2013-02-21,3.182159900665283,3.182159900665283,3.182159900665283,3.182159900665283,0,0.0,0.0,0.0
2013-02-22,3.1991100311279297,3.1991100311279297,3.1991100311279297,3.1991100311279297,0,0.0,0.0,0.0
2013-02-25,3.2952399253845215,3.2952399253845215,3.2952399253845215,3.2952399253845215,0,0.0,0.0,0.0
2013-02-26,3.107219934463501,3.107219934463501,3.107219934463501,3.107219934463501,0,0.0,0.0,0.0
2013-02-27,3.266479969024658,3.266479969024658,3.266479969024658,3.266479969024658,0,0.0,0.0,0.0
2013-02-28,3.266479969024658,3.266479969024658,3.266479969024658,3.266479969024658,0,0.0,0.0,0.0
2013-03-01,3.259809970855713,3.259809970855713,3.259809970855713,3.259809970855713,0,0.0,0.0,0.0
2013-03-04,3.2698099613189697,3.2698099613189697,3.2698099613189697,3.2843399047851562,429,0.0,0.0,0.0
2013-03-05,3.4569098949432373,3.4569098949432373,3.4569098949432373,3.4569098949432373,0,0.0,0.0,0.0
2013-03-06,3.4496500492095947,3.4496500492095947,3.4496500492095947,3.4496500492095947,0,0.0,0.0,0.0
2013-03-07,3.471139907836914,3.471139907836914,3.471139907836914,3.471139907836914,0,0.0,0.0,0.0
2013-03-08,3.471139907836914,3.471139907836914,3.471139907836914,3.471139907836914,0,0.0,0.0,0.0
2013-03-11,3.488100051879883,3.488100051879883,3.488100051879883,3.488100051879883,0,0.0,0.0,0.0
2013-03-12,3.4451000690460205,3.4451000690460205,3.4451000690460205,3.4451000690460205,0,0.0,0.0,0.0
2013-03-13,3.480530023574829,3.480530023574829,3.480530023574829,3.480530023574829,0,0.0,0.0,0.0
2013-03-14,3.480530023574829,3.480530023574829,3.480530023574829,3.480530023574829,0,0.0,0.0,0.0
